These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2015   07  20  01    10    25.63
SMO 2015   07  20  01    15    25.87
SMO 2015   07  20  01    20    25.91
SMO 2015   07  20  01    25    25.52
SMO 2015   07  20  01    30    25.75
SMO 2015   07  20  01    35    25.82
SMO 2015   07  20  01    40    25.23
SMO 2015   07  20  01    45    25.63
SMO 2015   07  20  01    50    24.83
SMO 2015   07  20  01    55    25.16
SMO 2015   07  20  02    00    25.65
SMO 2015   07  20  02    05    25.67
SMO 2015   07  20  02    10    24.92
SMO 2015   07  20  02    15    25.77
SMO 2015   07  20  02    20    26.05
SMO 2015   07  20  02    25    25.50
SMO 2015   07  20  02    30    25.17
SMO 2015   07  20  02    35    25.68
SMO 2015   07  20  02    40    25.70
SMO 2015   07  20  02    45    25.36
SMO 2015   07  20  02    50    24.78
SMO 2015   07  20  02    55    25.48
SMO 2015   07  20  03    00    25.02
SMO 2015   07  20  03    05    24.90
SMO 2015   07  20  03    10    24.85
SMO 2015   07  20  03    15    25.08
SMO 2015   07  20  03    20    24.84
SMO 2015   07  20  03    25    25.65
SMO 2015   07  20  03    30    24.95
SMO 2015   07  20  03    35    25.28
SMO 2015   07  20  03    40    25.33
SMO 2015   07  20  03    45    25.26
SMO 2015   07  20  03    50    25.37
SMO 2015   07  20  03    55    25.04
SMO 2015   07  20  04    00    25.95
SMO 2015   07  20  04    05    25.80
SMO 2015   07  20  04    10    25.16
SMO 2015   07  20  04    15    24.96
SMO 2015   07  20  04    20    25.00
SMO 2015   07  20  04    25    25.31
SMO 2015   07  20  04    30    25.13
SMO 2015   07  20  04    35    25.43
SMO 2015   07  20  04    40    25.75
SMO 2015   07  20  04    45    24.85
SMO 2015   07  20  04    50    25.75
SMO 2015   07  20  04    55    25.37
SMO 2015   07  20  05    00    25.50
SMO 2015   07  20  05    05    25.59
SMO 2015   07  20  05    10    26.05
SMO 2015   07  20  05    15    25.40
SMO 2015   07  20  05    20    26.06
SMO 2015   07  20  05    25    26.13
SMO 2015   07  20  05    30    26.47
SMO 2015   07  20  05    35    26.57
SMO 2015   07  20  05    40    26.05
SMO 2015   07  20  05    45    25.77
SMO 2015   07  20  05    50    26.49
SMO 2015   07  20  05    55    26.73
SMO 2015   07  20  06    00    26.41
SMO 2015   07  20  06    05    27.40
SMO 2015   07  20  06    10    26.58
SMO 2015   07  20  06    15    26.94
SMO 2015   07  20  06    20    25.84
SMO 2015   07  20  06    25    26.39
SMO 2015   07  20  06    30    27.01
SMO 2015   07  20  06    35    27.33
SMO 2015   07  20  06    40    28.25
SMO 2015   07  20  06    45    27.38
SMO 2015   07  20  06    50    27.62
SMO 2015   07  20  06    55    27.00
SMO 2015   07  20  07    00    26.74
SMO 2015   07  20  07    05    27.62
SMO 2015   07  20  07    10    28.16
SMO 2015   07  20  07    15    27.07
SMO 2015   07  20  07    20    26.47
SMO 2015   07  20  07    25    27.33
SMO 2015   07  20  07    30    27.08
SMO 2015   07  20  07    35    28.69
SMO 2015   07  20  07    40    28.46
SMO 2015   07  20  07    45    27.48
SMO 2015   07  20  07    50    26.79
SMO 2015   07  20  07    55    27.78
SMO 2015   07  20  08    00    28.03
SMO 2015   07  20  08    05    27.72
SMO 2015   07  20  08    10    27.64
SMO 2015   07  20  08    15    27.50
SMO 2015   07  20  08    20    27.56
SMO 2015   07  20  08    25    28.38
SMO 2015   07  20  08    30    27.82
SMO 2015   07  20  08    35    27.68
SMO 2015   07  20  08    40    28.10
SMO 2015   07  20  08    45    26.86
SMO 2015   07  20  08    50    27.66
SMO 2015   07  20  09    00    29.02
SMO 2015   07  20  09    05    27.92
SMO 2015   07  20  09    10    28.01
SMO 2015   07  20  09    15    28.00
SMO 2015   07  20  09    20    28.21
SMO 2015   07  20  09    25    29.14
SMO 2015   07  20  09    30    28.11
SMO 2015   07  20  09    35    28.57
SMO 2015   07  20  09    40    27.95
SMO 2015   07  20  09    45    27.56
SMO 2015   07  20  09    50    27.56
SMO 2015   07  20  09    55    27.42
SMO 2015   07  20  10    00    28.59
SMO 2015   07  20  10    05    26.85
SMO 2015   07  20  10    10    28.29
SMO 2015   07  20  10    15    27.46
SMO 2015   07  20  10    20    27.79
SMO 2015   07  20  10    25    27.19
SMO 2015   07  20  10    30    27.72
SMO 2015   07  20  10    35    28.02
SMO 2015   07  20  10    40    27.93
SMO 2015   07  20  10    45    26.85
SMO 2015   07  20  10    50    26.58
SMO 2015   07  20  10    55    26.18
SMO 2015   07  20  11    00    28.31
SMO 2015   07  20  11    05    27.60
SMO 2015   07  20  11    10    26.09
SMO 2015   07  20  11    15    27.41
SMO 2015   07  20  11    20    26.99
SMO 2015   07  20  11    25    26.58
SMO 2015   07  20  11    30    28.62
SMO 2015   07  20  11    35    26.98
SMO 2015   07  20  11    40    26.74
SMO 2015   07  20  11    45    27.30
SMO 2015   07  20  11    50    27.28
SMO 2015   07  20  11    55    26.63
SMO 2015   07  20  12    00    27.13
SMO 2015   07  20  12    05    27.26
SMO 2015   07  20  12    10    26.52
SMO 2015   07  20  12    15    26.62
SMO 2015   07  20  12    20    26.71
SMO 2015   07  20  12    25    27.10
SMO 2015   07  20  12    30    26.87
SMO 2015   07  20  12    35    26.82
SMO 2015   07  20  12    40    26.33
SMO 2015   07  20  12    45    26.33
SMO 2015   07  20  12    50    25.94
SMO 2015   07  20  12    55    26.10
SMO 2015   07  20  13    00    26.26
SMO 2015   07  20  13    05    26.36
SMO 2015   07  20  13    10    26.68
SMO 2015   07  20  13    15    25.93
SMO 2015   07  20  13    20    26.10
SMO 2015   07  20  13    25    26.21
SMO 2015   07  20  13    30    26.92
SMO 2015   07  20  13    35    26.21
SMO 2015   07  20  13    40    26.47
SMO 2015   07  20  13    45    26.11
SMO 2015   07  20  13    50    25.94
SMO 2015   07  20  13    55    26.82
SMO 2015   07  20  14    00    25.99
SMO 2015   07  20  14    05    26.38
SMO 2015   07  20  14    10    26.73
SMO 2015   07  20  14    15    26.19
SMO 2015   07  20  14    20    25.58
SMO 2015   07  20  14    25    27.42
SMO 2015   07  20  14    30    26.37
SMO 2015   07  20  14    35    26.31
SMO 2015   07  20  14    40    25.94
SMO 2015   07  20  14    45    25.84
SMO 2015   07  20  14    50    25.34
SMO 2015   07  20  14    55    25.97
SMO 2015   07  20  15    00    25.74
SMO 2015   07  20  15    05    25.48
SMO 2015   07  20  15    10    25.94
SMO 2015   07  20  15    15    25.57
SMO 2015   07  20  15    20    25.29
SMO 2015   07  20  15    25    25.83
SMO 2015   07  20  15    30    25.02
SMO 2015   07  20  15    35    25.34
SMO 2015   07  20  15    40    25.12
SMO 2015   07  20  15    45    25.06
SMO 2015   07  20  15    50    25.01
SMO 2015   07  20  15    55    25.60
SMO 2015   07  20  16    00    24.66
SMO 2015   07  20  16    05    25.36
SMO 2015   07  20  16    10    25.22
SMO 2015   07  20  16    15    23.99
SMO 2015   07  20  16    20    25.65
SMO 2015   07  20  16    25    25.06
SMO 2015   07  20  16    30    24.63
SMO 2015   07  20  16    35    25.97
SMO 2015   07  20  16    40    24.83
SMO 2015   07  20  16    45    24.71
SMO 2015   07  20  16    50    25.37
SMO 2015   07  20  16    55    25.23
SMO 2015   07  20  17    00    25.89
SMO 2015   07  20  17    05    25.78
SMO 2015   07  20  17    10    25.09
SMO 2015   07  20  17    15    25.61
SMO 2015   07  20  17    20    25.32
SMO 2015   07  20  17    25    26.16
SMO 2015   07  20  17    30    25.67
SMO 2015   07  20  17    35    26.26
SMO 2015   07  20  17    40    24.82
SMO 2015   07  20  17    45    25.32
SMO 2015   07  20  17    50    25.33
SMO 2015   07  20  17    55    25.62
SMO 2015   07  20  18    00    25.68
SMO 2015   07  20  18    05    25.82
SMO 2015   07  20  18    10    25.78
SMO 2015   07  20  18    15    25.99
SMO 2015   07  20  18    20    26.16
SMO 2015   07  20  18    25    26.28
SMO 2015   07  20  18    30    25.57
SMO 2015   07  20  18    35    25.93
SMO 2015   07  20  18    40    25.62
SMO 2015   07  20  18    45    25.97
SMO 2015   07  20  18    50    26.18
SMO 2015   07  20  18    55    26.14
SMO 2015   07  20  19    00    26.70
SMO 2015   07  20  19    05    26.87
SMO 2015   07  20  19    10    25.77
SMO 2015   07  20  19    15    26.73
SMO 2015   07  20  19    20    26.62
SMO 2015   07  20  19    25    26.93
SMO 2015   07  20  19    30    26.23
SMO 2015   07  20  19    35    26.69
SMO 2015   07  20  19    40    26.46
SMO 2015   07  20  19    45    26.98
SMO 2015   07  20  19    50    26.16
SMO 2015   07  20  19    55    26.96
SMO 2015   07  20  20    00    26.87
SMO 2015   07  20  20    05    26.32
SMO 2015   07  20  20    10    27.52
SMO 2015   07  20  20    15    26.20
SMO 2015   07  20  20    20    27.06
SMO 2015   07  20  20    25    25.99
SMO 2015   07  20  20    30    27.48
SMO 2015   07  20  20    35    26.82
SMO 2015   07  20  20    45    26.81
SMO 2015   07  20  20    50    26.84
SMO 2015   07  20  20    55    26.72
SMO 2015   07  20  21    00    26.38
SMO 2015   07  20  21    05    26.38
SMO 2015   07  20  21    10    26.42
SMO 2015   07  20  21    15    27.13
SMO 2015   07  20  21    20    26.61
SMO 2015   07  20  21    25    26.93
SMO 2015   07  20  21    30    26.42
SMO 2015   07  20  21    35    27.25
SMO 2015   07  20  21    40    26.78
SMO 2015   07  20  21    45    26.67
SMO 2015   07  20  21    50    26.18
SMO 2015   07  20  21    55    26.31
SMO 2015   07  20  22    00    26.20
SMO 2015   07  20  22    05    26.61
SMO 2015   07  20  22    10    26.38
SMO 2015   07  20  22    15    26.28
SMO 2015   07  20  22    20    25.90
SMO 2015   07  20  22    25    26.11
SMO 2015   07  20  22    30    26.19
SMO 2015   07  20  22    35    25.79
SMO 2015   07  20  22    40    26.07
SMO 2015   07  20  22    45    25.94
SMO 2015   07  20  22    50    25.83
SMO 2015   07  20  22    55    25.09
SMO 2015   07  20  23    00    26.14
SMO 2015   07  20  23    05    25.73
SMO 2015   07  20  23    10    25.06
SMO 2015   07  20  23    15    25.75
SMO 2015   07  20  23    20    25.64
SMO 2015   07  20  23    25    25.42
SMO 2015   07  20  23    30    25.39
SMO 2015   07  20  23    35    25.41
SMO 2015   07  20  23    40    26.14
SMO 2015   07  20  23    45    25.46
SMO 2015   07  20  23    50    25.62
SMO 2015   07  20  23    55    25.51
SMO 2015   07  21  00    00    25.62
SMO 2015   07  21  00    05    26.33
SMO 2015   07  21  00    10    26.19
SMO 2015   07  21  00    15    26.50
SMO 2015   07  21  00    20    26.16
SMO 2015   07  21  00    25    26.39
SMO 2015   07  21  00    30    26.95
SMO 2015   07  21  00    35    26.96
SMO 2015   07  21  00    40    26.85
SMO 2015   07  21  00    45    26.36
SMO 2015   07  21  00    50    25.00
SMO 2015   07  21  00    55    25.63
SMO 2015   07  21  01    00    25.29
SMO 2015   07  21  01    05    25.60
SMO 2015   07  21  01    10    25.27
SMO 2015   07  21  01    15    25.14
SMO 2015   07  21  01    20    25.42
SMO 2015   07  21  01    25    25.82
SMO 2015   07  21  01    30    25.79
SMO 2015   07  21  01    35    25.22
SMO 2015   07  21  01    40    25.19
SMO 2015   07  21  01    45    25.40
SMO 2015   07  21  01    50    25.15
SMO 2015   07  21  01    55    25.79
SMO 2015   07  21  02    00    24.35
SMO 2015   07  21  02    05    25.76
SMO 2015   07  21  02    10    24.82
SMO 2015   07  21  02    15    25.17
SMO 2015   07  21  02    20    25.85
SMO 2015   07  21  02    25    25.44
SMO 2015   07  21  02    30    25.30
SMO 2015   07  21  02    35    25.52
SMO 2015   07  21  02    40    25.64
SMO 2015   07  21  02    45    25.64
SMO 2015   07  21  02    55    25.18
SMO 2015   07  21  03    00    25.27
SMO 2015   07  21  03    05    25.32
SMO 2015   07  21  03    10    25.68
SMO 2015   07  21  03    15    25.66
SMO 2015   07  21  03    20    25.47
SMO 2015   07  21  03    25    25.14
SMO 2015   07  21  03    30    25.79
SMO 2015   07  21  03    35    25.71
SMO 2015   07  21  03    40    25.58
SMO 2015   07  21  03    45    25.59
SMO 2015   07  21  03    50    25.97
SMO 2015   07  21  03    55    25.68
SMO 2015   07  21  04    00    25.77
SMO 2015   07  21  04    05    25.81
SMO 2015   07  21  04    10    26.17
SMO 2015   07  21  04    15    26.07
SMO 2015   07  21  04    20    26.28
SMO 2015   07  21  04    25    26.47
SMO 2015   07  21  04    30    25.59
SMO 2015   07  21  04    35    26.30
SMO 2015   07  21  04    40    25.67
SMO 2015   07  21  04    45    26.01
SMO 2015   07  21  04    50    26.48
SMO 2015   07  21  04    55    26.70
SMO 2015   07  21  05    00    26.48
SMO 2015   07  21  05    05    26.23
SMO 2015   07  21  05    10    26.57
SMO 2015   07  21  05    15    25.38
SMO 2015   07  21  05    20    26.34
SMO 2015   07  21  05    25    26.42
SMO 2015   07  21  05    30    26.18
SMO 2015   07  21  05    35    25.79
SMO 2015   07  21  05    40    26.76
SMO 2015   07  21  05    45    26.57
SMO 2015   07  21  05    50    26.96
SMO 2015   07  21  05    55    26.16
SMO 2015   07  21  06    00    26.22
SMO 2015   07  21  06    05    26.39
SMO 2015   07  21  06    10    26.89
SMO 2015   07  21  06    15    26.74
SMO 2015   07  21  06    20    27.10
SMO 2015   07  21  06    25    26.40
SMO 2015   07  21  06    30    26.74
SMO 2015   07  21  06    35    26.53
SMO 2015   07  21  06    40    26.46
SMO 2015   07  21  06    45    26.25
SMO 2015   07  21  06    50    27.32
SMO 2015   07  21  06    55    26.50
SMO 2015   07  21  07    00    26.57
SMO 2015   07  21  07    05    26.72
SMO 2015   07  21  07    10    26.74
SMO 2015   07  21  07    15    26.80
SMO 2015   07  21  07    20    25.94
SMO 2015   07  21  07    25    26.06
SMO 2015   07  21  07    30    26.40
SMO 2015   07  21  07    35    26.61
SMO 2015   07  21  07    40    27.02
SMO 2015   07  21  07    45    26.12
SMO 2015   07  21  07    50    26.24
SMO 2015   07  21  07    55    26.44
SMO 2015   07  21  08    00    26.25
SMO 2015   07  21  08    05    26.11
SMO 2015   07  21  08    10    26.32
SMO 2015   07  21  08    15    26.57
SMO 2015   07  21  08    20    26.92
SMO 2015   07  21  08    25    27.14
SMO 2015   07  21  08    30    26.42
SMO 2015   07  21  08    35    26.30
SMO 2015   07  21  08    40    26.62
SMO 2015   07  21  08    45    26.36
SMO 2015   07  21  08    50    26.13
SMO 2015   07  21  08    55    25.40
SMO 2015   07  21  09    00    26.07
SMO 2015   07  21  09    05    26.29
SMO 2015   07  21  09    10    26.16
SMO 2015   07  21  09    15    26.75
SMO 2015   07  21  09    20    25.98
SMO 2015   07  21  09    25    26.73
SMO 2015   07  21  09    30    26.32
SMO 2015   07  21  09    35    25.58
SMO 2015   07  21  09    40    26.55
SMO 2015   07  21  09    45    26.08
SMO 2015   07  21  09    50    25.44
SMO 2015   07  21  09    55    26.03
SMO 2015   07  21  10    00    25.62
SMO 2015   07  21  10    05    25.59
SMO 2015   07  21  10    10    26.45
SMO 2015   07  21  10    20    26.50
SMO 2015   07  21  10    25    26.49
SMO 2015   07  21  10    30    26.28
SMO 2015   07  21  10    35    26.26
SMO 2015   07  21  10    40    26.73
SMO 2015   07  21  10    45    26.72
SMO 2015   07  21  10    50    27.12
SMO 2015   07  21  10    55    25.93
SMO 2015   07  21  11    00    25.96
SMO 2015   07  21  11    05    25.53
SMO 2015   07  21  11    10    25.85
SMO 2015   07  21  11    15    25.72
SMO 2015   07  21  11    20    26.32
SMO 2015   07  21  11    25    26.45
SMO 2015   07  21  11    30    25.71
SMO 2015   07  21  11    35    26.25
SMO 2015   07  21  11    40    25.98
SMO 2015   07  21  11    45    26.05
SMO 2015   07  21  11    50    25.74
SMO 2015   07  21  11    55    26.33
SMO 2015   07  21  12    00    25.52
SMO 2015   07  21  12    05    26.14
SMO 2015   07  21  12    10    25.58
SMO 2015   07  21  12    15    26.81
SMO 2015   07  21  12    20    26.07
SMO 2015   07  21  12    25    26.15
SMO 2015   07  21  12    30    25.97
SMO 2015   07  21  12    35    26.66
SMO 2015   07  21  12    40    26.84
SMO 2015   07  21  12    45    27.10
SMO 2015   07  21  12    50    26.13
SMO 2015   07  21  12    55    26.27
SMO 2015   07  21  13    00    27.00
SMO 2015   07  21  13    05    26.20
SMO 2015   07  21  13    10    25.98
SMO 2015   07  21  13    15    26.26
SMO 2015   07  21  13    20    25.41
SMO 2015   07  21  13    25    25.85
SMO 2015   07  21  13    30    25.40
SMO 2015   07  21  13    35    25.34
SMO 2015   07  21  13    40    25.37
SMO 2015   07  21  13    45    25.20
SMO 2015   07  21  13    50    25.18
SMO 2015   07  21  13    55    25.35
SMO 2015   07  21  14    00    25.39
SMO 2015   07  21  14    05    25.19
SMO 2015   07  21  14    10    25.11
SMO 2015   07  21  14    15    25.22
SMO 2015   07  21  14    20    25.36
SMO 2015   07  21  14    25    24.78
SMO 2015   07  21  14    30    25.24
SMO 2015   07  21  14    35    24.99
SMO 2015   07  21  14    40    24.81
SMO 2015   07  21  14    45    25.04
SMO 2015   07  21  14    50    25.00
SMO 2015   07  21  14    55    24.80
SMO 2015   07  21  15    00    24.62
SMO 2015   07  21  15    05    24.42
SMO 2015   07  21  15    10    24.71
SMO 2015   07  21  15    15    24.96
SMO 2015   07  21  15    20    24.88
SMO 2015   07  21  15    25    25.14
SMO 2015   07  21  15    30    25.32
SMO 2015   07  21  15    35    25.23
SMO 2015   07  21  15    40    24.15
SMO 2015   07  21  15    45    25.17
SMO 2015   07  21  15    50    24.58
SMO 2015   07  21  15    55    25.74
SMO 2015   07  21  16    00    25.64
SMO 2015   07  21  16    05    25.06
SMO 2015   07  21  16    10    25.34
SMO 2015   07  21  16    15    25.50
SMO 2015   07  21  16    20    25.94
SMO 2015   07  21  16    25    25.41
SMO 2015   07  21  16    30    24.85
SMO 2015   07  21  16    35    25.22
SMO 2015   07  21  16    40    25.95
SMO 2015   07  21  16    45    25.70
SMO 2015   07  21  16    50    25.75
SMO 2015   07  21  16    55    25.85
SMO 2015   07  21  17    00    25.51
SMO 2015   07  21  17    05    25.75
SMO 2015   07  21  17    10    25.66
SMO 2015   07  21  17    15    25.48
SMO 2015   07  21  17    20    26.55
SMO 2015   07  21  17    25    25.44
SMO 2015   07  21  17    30    25.25
SMO 2015   07  21  17    35    25.98
SMO 2015   07  21  17    40    25.82
SMO 2015   07  21  17    45    25.39
SMO 2015   07  21  17    50    25.38
SMO 2015   07  21  17    55    25.43
SMO 2015   07  21  18    00    25.57
SMO 2015   07  21  18    05    25.52
SMO 2015   07  21  18    10    26.57
SMO 2015   07  21  18    15    25.73
SMO 2015   07  21  18    20    25.75
SMO 2015   07  21  18    25    25.96
SMO 2015   07  21  18    30    26.53
SMO 2015   07  21  18    35    26.53
SMO 2015   07  21  18    40    26.43
SMO 2015   07  21  18    45    26.32
SMO 2015   07  21  18    50    26.27
SMO 2015   07  21  18    55    26.49
SMO 2015   07  21  19    00    26.49
SMO 2015   07  21  19    05  9999.99
SMO 2015   07  21  19    10  9999.99
SMO 2015   07  21  19    15  9999.99
SMO 2015   07  21  19    20  9999.99
SMO 2015   07  21  19    25  9999.99
SMO 2015   07  21  19    30  9999.99
SMO 2015   07  21  19    35  9999.99
SMO 2015   07  21  19    40  9999.99
SMO 2015   07  21  19    45  9999.99
SMO 2015   07  21  19    50  9999.99
SMO 2015   07  21  19    55  9999.99
SMO 2015   07  21  20    00  9999.99
SMO 2015   07  21  20    05  9999.99
SMO 2015   07  21  20    10  9999.99
SMO 2015   07  21  20    15  9999.99
SMO 2015   07  21  20    20  9999.99
SMO 2015   07  21  20    25  9999.99
SMO 2015   07  22  02    00    22.36
SMO 2015   07  22  02    05    22.30
SMO 2015   07  22  02    10    22.47
SMO 2015   07  22  02    15    22.56
SMO 2015   07  22  02    20    22.27
SMO 2015   07  22  02    25    21.41
SMO 2015   07  22  02    30    21.21
SMO 2015   07  22  02    35    21.08
SMO 2015   07  22  02    40    21.80
SMO 2015   07  22  02    45    21.70
SMO 2015   07  22  02    50    21.15
SMO 2015   07  22  02    55    21.51
SMO 2015   07  22  03    00    21.64
SMO 2015   07  22  03    05    21.39
SMO 2015   07  22  03    10    21.16
SMO 2015   07  22  03    15    21.18
SMO 2015   07  22  03    20    21.49
SMO 2015   07  22  03    25    21.20
SMO 2015   07  22  03    30    21.24
SMO 2015   07  22  03    35    21.46
SMO 2015   07  22  03    40    21.76
SMO 2015   07  22  03    45    21.58
SMO 2015   07  22  03    50    21.14
SMO 2015   07  22  03    55    20.90
SMO 2015   07  22  04    00    20.87
SMO 2015   07  22  04    05    21.11
SMO 2015   07  22  04    10    21.78
SMO 2015   07  22  04    15    20.65
SMO 2015   07  22  04    20    20.81
SMO 2015   07  22  04    25    20.75
SMO 2015   07  22  04    30    21.03
SMO 2015   07  22  04    35    20.86
SMO 2015   07  22  04    45    21.13
SMO 2015   07  22  04    50    20.59
SMO 2015   07  22  04    55    20.35
SMO 2015   07  22  05    00    20.98
SMO 2015   07  22  05    05    20.79
SMO 2015   07  22  05    10    21.02
SMO 2015   07  22  05    15    20.34
SMO 2015   07  22  05    20    20.46
SMO 2015   07  22  05    25    20.02
SMO 2015   07  22  05    30    19.83
SMO 2015   07  22  05    35    20.22
SMO 2015   07  22  05    40    19.99
SMO 2015   07  22  05    45    20.46
SMO 2015   07  22  05    50    19.93
SMO 2015   07  22  05    55    20.18
SMO 2015   07  22  06    00    20.30
SMO 2015   07  22  06    05    20.96
SMO 2015   07  22  06    10    20.22
SMO 2015   07  22  06    15    19.60
SMO 2015   07  22  06    20    20.09
SMO 2015   07  22  06    25    20.36
SMO 2015   07  22  06    30    19.40
SMO 2015   07  22  06    35    19.75
SMO 2015   07  22  06    40    19.45
SMO 2015   07  22  06    45    19.38
SMO 2015   07  22  06    50    21.01
SMO 2015   07  22  06    55    20.19
SMO 2015   07  22  07    00    20.28
SMO 2015   07  22  07    05    19.66
SMO 2015   07  22  07    10    19.29
SMO 2015   07  22  07    15    18.78
SMO 2015   07  22  07    20    19.47
SMO 2015   07  22  07    25    19.82
SMO 2015   07  22  07    30    20.28
SMO 2015   07  22  07    35    19.57
SMO 2015   07  22  07    40    18.86
SMO 2015   07  22  07    45    20.25
SMO 2015   07  22  07    50    18.86
SMO 2015   07  22  07    55    19.64
SMO 2015   07  22  08    00    19.50
SMO 2015   07  22  08    05    19.85
SMO 2015   07  22  08    10    19.22
SMO 2015   07  22  08    15    19.20
SMO 2015   07  22  08    20    19.90
SMO 2015   07  22  08    25    19.31
SMO 2015   07  22  08    30    19.49
SMO 2015   07  22  08    35    19.91
SMO 2015   07  22  08    40    19.40
SMO 2015   07  22  08    45    18.65
SMO 2015   07  22  08    50    19.86
SMO 2015   07  22  08    55    19.93
SMO 2015   07  22  09    00    20.02
SMO 2015   07  22  09    05    19.12
SMO 2015   07  22  09    10    18.03
SMO 2015   07  22  09    15    18.93
SMO 2015   07  22  09    20    19.35
SMO 2015   07  22  09    25    20.33
SMO 2015   07  22  09    30    20.09
SMO 2015   07  22  09    35    19.02
SMO 2015   07  22  09    40    19.10
SMO 2015   07  22  09    45    19.75
SMO 2015   07  22  09    50    20.03
SMO 2015   07  22  09    55    18.79
SMO 2015   07  22  10    00    19.73
SMO 2015   07  22  10    05    19.06
SMO 2015   07  22  10    15    19.21
SMO 2015   07  22  10    20    20.27
SMO 2015   07  22  10    25    19.41
SMO 2015   07  22  10    30    19.42
SMO 2015   07  22  10    35    20.08
SMO 2015   07  22  10    40    18.97
SMO 2015   07  22  10    45    20.04
SMO 2015   07  22  10    50    19.37
SMO 2015   07  22  10    55    19.61
SMO 2015   07  22  11    00    18.95
SMO 2015   07  22  11    05    19.11
SMO 2015   07  22  11    10    19.12
SMO 2015   07  22  11    15    19.14
SMO 2015   07  22  11    20    20.30
SMO 2015   07  22  11    25    18.57
SMO 2015   07  22  11    30    19.69
SMO 2015   07  22  11    35    18.88
SMO 2015   07  22  11    40    19.62
SMO 2015   07  22  11    45    19.71
SMO 2015   07  22  11    50    19.85
SMO 2015   07  22  11    55    19.59
SMO 2015   07  22  12    00    19.04
SMO 2015   07  22  12    05    19.43
SMO 2015   07  22  12    10    19.19
SMO 2015   07  22  12    15    19.88
SMO 2015   07  22  12    20    19.03
SMO 2015   07  22  12    25    19.25
SMO 2015   07  22  12    30    19.06
SMO 2015   07  22  12    35    19.56
SMO 2015   07  22  12    40    19.88
SMO 2015   07  22  12    45    19.73
SMO 2015   07  22  12    50    20.51
SMO 2015   07  22  12    55    20.04
SMO 2015   07  22  13    00    20.00
SMO 2015   07  22  13    05    19.91
SMO 2015   07  22  13    10    19.54
SMO 2015   07  22  13    15    20.14
SMO 2015   07  22  13    20    20.31
SMO 2015   07  22  13    25    20.10
SMO 2015   07  22  13    30    18.54
SMO 2015   07  22  13    35    19.85
SMO 2015   07  22  13    40    19.80
SMO 2015   07  22  13    45    19.65
SMO 2015   07  22  13    50    20.36
SMO 2015   07  22  13    55    20.49
SMO 2015   07  22  14    00    21.39
SMO 2015   07  22  14    05    21.22
SMO 2015   07  22  14    10    22.05
SMO 2015   07  22  14    15    21.24
SMO 2015   07  22  14    20    20.66
SMO 2015   07  22  14    25    21.72
SMO 2015   07  22  14    30    22.67
SMO 2015   07  22  14    35    22.92
SMO 2015   07  22  14    40    22.41
SMO 2015   07  22  14    45    22.62
SMO 2015   07  22  14    50    21.93
SMO 2015   07  22  14    55    22.66
SMO 2015   07  22  15    00    22.40
SMO 2015   07  22  15    05    22.32
SMO 2015   07  22  15    10    22.89
SMO 2015   07  22  15    15    23.21
SMO 2015   07  22  15    20    22.49
SMO 2015   07  22  15    25    22.61
SMO 2015   07  22  15    30    22.47
SMO 2015   07  22  15    35    21.99
SMO 2015   07  22  15    40    22.97
SMO 2015   07  22  15    45    23.57
SMO 2015   07  22  15    50    23.26
SMO 2015   07  22  15    55    23.85
SMO 2015   07  22  16    00    24.38
SMO 2015   07  22  16    05    22.96
SMO 2015   07  22  16    10    24.10
SMO 2015   07  22  16    15    24.15
SMO 2015   07  22  16    20    23.63
SMO 2015   07  22  16    25    23.07
SMO 2015   07  22  16    30    23.01
SMO 2015   07  22  16    35    23.54
SMO 2015   07  22  16    40    24.11
SMO 2015   07  22  16    45    23.73
SMO 2015   07  22  16    50    23.22
SMO 2015   07  22  16    55    23.69
SMO 2015   07  22  17    00    24.00
SMO 2015   07  22  17    05    23.04
SMO 2015   07  22  17    10    24.95
SMO 2015   07  22  17    15    24.28
SMO 2015   07  22  17    20    24.11
SMO 2015   07  22  17    25    23.60
SMO 2015   07  22  17    30    24.22
SMO 2015   07  22  17    35    23.69
SMO 2015   07  22  17    40    24.88
SMO 2015   07  22  17    45    23.61
SMO 2015   07  22  17    50    23.87
SMO 2015   07  22  17    55    24.45
SMO 2015   07  22  18    00    24.98
SMO 2015   07  22  18    05    24.73
SMO 2015   07  22  18    10    24.96
SMO 2015   07  22  18    15    25.58
SMO 2015   07  22  18    20    25.64
SMO 2015   07  22  18    25    25.97
